RFC,RAZON SOCIAL,SUPUESTO,EJERCICIO,PERIODO,FECHA DE PRIMERA PUBLICACION
MCO980112TJ0,MUNICIPIO DE COSALA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,4,23/07/2024
AMS890920IB2,GRAL. PLUTARCO ELIAS CALLES SIN TIPO DE SOCIEDAD,FRACCION VII,2024,4,23/07/2024
MSI961227530,MUNICIPIO DE SAN IGNACIO RIO MUERTO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,4,23/07/2024
MAD8812014V1,MUNICIPIO DE AGUA DULCE VER SIN TIPO DE SOCIEDAD,FRACCION VII,2024,4,23/07/2024
MCU850101H71,MUNICIPIO DE CHUMATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,4,23/07/2024
MLT850101G65,MUNICIPIO DE LERDO DE TEJADA VER SIN TIPO DE SOCIEDAD,FRACCION VII,2024,4,23/07/2024
MSY860201B36,MUNICIPIO DE SAMAHIL SIN TIPO DE SOCIEDAD,FRACCION VII,2024,4,23/07/2024
MAP850101PA7,MUNICIPIO DE APULCO ZAC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,4,23/07/2024
MLM850101HD2,MUNICIPIO DE LUIS MOYA Z SIN TIPO DE SOCIEDAD,FRACCION VII,2024,4,23/07/2024
MAM8501017A5,MUNICIPIO DE AMATEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MAM8501017A5,MUNICIPIO DE AMATEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MAM8501017A5,MUNICIPIO DE AMATEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MAM8501017A5,MUNICIPIO DE AMATEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
PMI8501019M0,MUNICIPIO DE IXTAPAN DEL ORO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MOC850101CZ5,MUNICIPIO DE OCUILAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MOC850101CZ5,MUNICIPIO DE OCUILAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MOC850101CZ5,MUNICIPIO DE OCUILAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MOC850101CZ5,MUNICIPIO DE OCUILAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MXO850101LAA,MUNICIPIO DE XONACATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MXO850101LAA,MUNICIPIO DE XONACATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MXO850101LAA,MUNICIPIO DE XONACATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MXO850101LAA,MUNICIPIO DE XONACATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MZM850101GC7,MUNICIPIO DE ZACAZONAPAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MZM850101GC7,MUNICIPIO DE ZACAZONAPAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MZM850101GC7,MUNICIPIO DE ZACAZONAPAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MZM850101GC7,MUNICIPIO DE ZACAZONAPAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MZA850101LF7,MUNICIPIO DE ZACUALPAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MZA850101LF7,MUNICIPIO DE ZACUALPAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MZA850101LF7,MUNICIPIO DE ZACUALPAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MZA850101LF7,MUNICIPIO DE ZACUALPAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MTM850101AS2,MUNICIPIO DE TANGAMANDAPIO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MTM850101AS2,MUNICIPIO DE TANGAMANDAPIO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MTM850101AS2,MUNICIPIO DE TANGAMANDAPIO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MTM850101AS2,MUNICIPIO DE TANGAMANDAPIO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MTM850101HD2,MUNICIPIO DE TARETAN MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MTM850101GY5,MUNICIPIO DE TIQUICHEO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MTM850101GY5,MUNICIPIO DE TIQUICHEO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MTM850101GY5,MUNICIPIO DE TIQUICHEO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MTM850101GY5,MUNICIPIO DE TIQUICHEO MICHOACAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MVC850101EF8,MUNICIPIO VENUSTIANO CARRANZA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MVC850101EF8,MUNICIPIO VENUSTIANO CARRANZA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MVC850101EF8,MUNICIPIO VENUSTIANO CARRANZA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MVC850101EF8,MUNICIPIO VENUSTIANO CARRANZA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MJA850101JX8,MUNICIPIO DE JANTETELCO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MTL850101753,MUNICIPIO DE TLALTIZAPAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MTL850101753,MUNICIPIO DE TLALTIZAPAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MTL850101753,MUNICIPIO DE TLALTIZAPAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MTL850101753,MUNICIPIO DE TLALTIZAPAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MXO190101BG4,MUNICIPIO DE XOXOCOTLA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MAN8501013X3,MUNICIPIO DE ACAPONETA NAYARIT SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MRN850101KI6,MUNICIPIO DE ROSAMORADA NAYARIT SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MRN850101KI6,MUNICIPIO DE ROSAMORADA NAYARIT SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MRN850101KI6,MUNICIPIO DE ROSAMORADA NAYARIT SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MRN850101KI6,MUNICIPIO DE ROSAMORADA NAYARIT SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MMN74010184A,MUNICIPIO DE MINA NUEVO LEON SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MMN74010184A,MUNICIPIO DE MINA NUEVO LEON SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MAT8501015S3,MUNICIPIO DE ANIMAS TRUJANO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MAT8501015S3,MUNICIPIO DE ANIMAS TRUJANO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MMO850101JE8,MUNICIPIO DE MONJAS SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MMO850101JE8,MUNICIPIO DE MONJAS SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MMO850101JE8,MUNICIPIO DE MONJAS SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MMO850101JE8,MUNICIPIO DE MONJAS SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MSJ850101AV4,MUNICIPIO DE SAN JACINTO AMILPAS SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MSJ850101AV4,MUNICIPIO DE SAN JACINTO AMILPAS SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MSJ850101AV4,MUNICIPIO DE SAN JACINTO AMILPAS SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MSJ850101AV4,MUNICIPIO DE SAN JACINTO AMILPAS SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MSM8501016A8,MUNICIPIO DE SAN MIGUEL DEL PUERTO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MSP8501017U0,MUNICIPIO DE SAN PEDRO IXTLAHUACA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MSP8501017U0,MUNICIPIO DE SAN PEDRO IXTLAHUACA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MSP8501017U0,MUNICIPIO DE SAN PEDRO IXTLAHUACA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MSP8501017U0,MUNICIPIO DE SAN PEDRO IXTLAHUACA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MSA8501015AA,MUNICIPIO DE SANTA ANA TLAPACOYAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MSA8501015AA,MUNICIPIO DE SANTA ANA TLAPACOYAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MSA850101V39,MUNICIPIO DE SANTA ANA ZEGACHE SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MSA850101V39,MUNICIPIO DE SANTA ANA ZEGACHE SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MSA850101V39,MUNICIPIO DE SANTA ANA ZEGACHE SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MSA850101V39,MUNICIPIO DE SANTA ANA ZEGACHE SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MSC850101K68,MUNICIPIO DE SANTA CRUZ ACATEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MSC850101K68,MUNICIPIO DE SANTA CRUZ ACATEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MSC850101K68,MUNICIPIO DE SANTA CRUZ ACATEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MSC850101K68,MUNICIPIO DE SANTA CRUZ ACATEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MSM850101NL1,MUNICIPIO DE SANTA MARIA MIXTEQUILLA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MSJ960101K93,MUNICIPIO DE SANTIAGO JOCOTEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MSJ960101K93,MUNICIPIO DE SANTIAGO JOCOTEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MSJ960101K93,MUNICIPIO DE SANTIAGO JOCOTEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MSJ960101K93,MUNICIPIO DE SANTIAGO JOCOTEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MSD8501018B2,MUNICIPIO DE SANTO DOMINGO ARMENTA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MSD8501018B2,MUNICIPIO DE SANTO DOMINGO ARMENTA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MSD8501018B2,MUNICIPIO DE SANTO DOMINGO ARMENTA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MSD8501018B2,MUNICIPIO DE SANTO DOMINGO ARMENTA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MCP850101PT0,MUNICIPIO DE CALPAN PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MCP850101PT0,MUNICIPIO DE CALPAN PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MCP850101PT0,MUNICIPIO DE CALPAN PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MJP850101AM9,MUNICIPIO DE JONOTLA PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MJP850101AM9,MUNICIPIO DE JONOTLA PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MJP850101AM9,MUNICIPIO DE JONOTLA PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MJP850101AM9,MUNICIPIO DE JONOTLA PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MTP9302152T8,MUNICIPIO DE TLAXCO PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MTP9302152T8,MUNICIPIO DE TLAXCO PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MTP9302152T8,MUNICIPIO DE TLAXCO PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MPA850101CZ3,MUNICIPIO DE PINAL DE AMOLES QUERETARO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MPA850101CZ3,MUNICIPIO DE PINAL DE AMOLES QUERETARO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MPA850101CZ3,MUNICIPIO DE PINAL DE AMOLES QUERETARO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
HCD461117MZ6,HOSPITAL CENTRAL DR. IGNACIO MORONES PRIETO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
HCD461117MZ6,HOSPITAL CENTRAL DR. IGNACIO MORONES PRIETO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
HCD461117MZ6,HOSPITAL CENTRAL DR. IGNACIO MORONES PRIETO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MCM850101RUA,MUNICIPIO DE CIUDAD DEL MAIZ SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MCM850101RUA,MUNICIPIO DE CIUDAD DEL MAIZ SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MCM850101RUA,MUNICIPIO DE CIUDAD DEL MAIZ SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MCM850101RUA,MUNICIPIO DE CIUDAD DEL MAIZ SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MNS941202UQ9,MUNICIPIO DE EL NARANJO SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MNS941202UQ9,MUNICIPIO DE EL NARANJO SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MNS941202UQ9,MUNICIPIO DE EL NARANJO SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MNS941202UQ9,MUNICIPIO DE EL NARANJO SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MMS850101IJ5,MUNICIPIO DE MOCTEZUMA SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MMS850101IJ5,MUNICIPIO DE MOCTEZUMA SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MMS850101IJ5,MUNICIPIO DE MOCTEZUMA SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MMS850101IJ5,MUNICIPIO DE MOCTEZUMA SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MTS850101HIA,MUNICIPIO DE TAMPACAN SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MTS850101N49,MUNICIPIO DE TAMUIN SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MTS850101N49,MUNICIPIO DE TAMUIN SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MTS850101N49,MUNICIPIO DE TAMUIN SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MTS850101N49,MUNICIPIO DE TAMUIN SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MCO980112TJ0,MUNICIPIO DE COSALA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MCO980112TJ0,MUNICIPIO DE COSALA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MCO980112TJ0,MUNICIPIO DE COSALA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MCO980112TJ0,MUNICIPIO DE COSALA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
AMS890920IB2,GRAL. PLUTARCO ELIAS CALLES SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
AMS890920IB2,GRAL. PLUTARCO ELIAS CALLES SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
AMS890920IB2,GRAL. PLUTARCO ELIAS CALLES SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
AMS890920IB2,GRAL. PLUTARCO ELIAS CALLES SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MBJ961227K65,MUNICIPIO DE BENITO JUAREZ SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MSI961227530,MUNICIPIO DE SAN IGNACIO RIO MUERTO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MSI961227530,MUNICIPIO DE SAN IGNACIO RIO MUERTO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MUR8509164Z5,MUNICIPIO DE URES SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MUR8509164Z5,MUNICIPIO DE URES SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MAD8812014V1,MUNICIPIO DE AGUA DULCE VER SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MAD8812014V1,MUNICIPIO DE AGUA DULCE VER SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MAD8812014V1,MUNICIPIO DE AGUA DULCE VER SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MAD8812014V1,MUNICIPIO DE AGUA DULCE VER SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MCU850101H71,MUNICIPIO DE CHUMATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MCU850101H71,MUNICIPIO DE CHUMATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MCU850101H71,MUNICIPIO DE CHUMATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MCU850101H71,MUNICIPIO DE CHUMATLAN SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MLT850101G65,MUNICIPIO DE LERDO DE TEJADA VER SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MLT850101G65,MUNICIPIO DE LERDO DE TEJADA VER SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MLT850101G65,MUNICIPIO DE LERDO DE TEJADA VER SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MLT850101G65,MUNICIPIO DE LERDO DE TEJADA VER SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MVJ2612111P5,MUNICIPIO JOSE AZUETA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MDB850101AM5,MUNICIPIO DE DZILAM DE BRAVO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MEY8501017Q6,MUNICIPIO DE ESPITA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MEY8501017Q6,MUNICIPIO DE ESPITA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MKY850101GU4,MUNICIPIO DE KOPOMA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MKY850101GU4,MUNICIPIO DE KOPOMA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MKY850101GU4,MUNICIPIO DE KOPOMA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MKY850101GU4,MUNICIPIO DE KOPOMA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MSY850101497,MUNICIPIO DE SACALUM SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MSY860201B36,MUNICIPIO DE SAMAHIL SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MSY860201B36,MUNICIPIO DE SAMAHIL SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MSY860201B36,MUNICIPIO DE SAMAHIL SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MSY860201B36,MUNICIPIO DE SAMAHIL SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MTP850101RWA,MUNICIPIO DE TELCHAC PUEBLO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MAP850101PA7,MUNICIPIO DE APULCO ZAC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MAP850101PA7,MUNICIPIO DE APULCO ZAC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MAP850101PA7,MUNICIPIO DE APULCO ZAC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MAP850101PA7,MUNICIPIO DE APULCO ZAC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MLM850101HD2,MUNICIPIO DE LUIS MOYA Z SIN TIPO DE SOCIEDAD,FRACCION VII,2024,5,01/10/2024
MLM850101HD2,MUNICIPIO DE LUIS MOYA Z SIN TIPO DE SOCIEDAD,FRACCION VII,2024,6,01/10/2024
MLM850101HD2,MUNICIPIO DE LUIS MOYA Z SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MLM850101HD2,MUNICIPIO DE LUIS MOYA Z SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
MTG850101RQ1,MUNICIPIO DE TEUL DE GONZALEZ ORTEGA ZAC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,7,01/10/2024
MTG850101RQ1,MUNICIPIO DE TEUL DE GONZALEZ ORTEGA ZAC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,8,01/10/2024
AMS890920IB2,GRAL. PLUTARCO ELIAS CALLES SIN TIPO DE SOCIEDAD,FRACCION VII,2024,9,01/01/2025
CEC910820IX9,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE SAN LUIS POTOSI SIN TIPO DE SOCIEDAD,FRACCION VII,2024,11,01/01/2025
MAC850101V49,MUNICIPIO DE ACATZINGO SIN TIPO DE SOCIEDAD,FRACCION VII,2023,1,01/01/2025
MAC850101V49,MUNICIPIO DE ACATZINGO SIN TIPO DE SOCIEDAD,FRACCION VII,2023,2,01/01/2025
MAC850101V49,MUNICIPIO DE ACATZINGO SIN TIPO DE SOCIEDAD,FRACCION VII,2023,3,01/01/2025
MAD8812014V1,MUNICIPIO DE AGUA DULCE VER SIN TIPO DE SOCIEDAD,FRACCION VII,2024,9,01/01/2025
MAD8812014V1,MUNICIPIO DE AGUA DULCE VER SIN TIPO DE SOCIEDAD,FRACCION VII,2024,10,01/01/2025
MAD8812014V1,MUNICIPIO DE AGUA DULCE VER SIN TIPO DE SOCIEDAD,FRACCION VII,2024,11,01/01/2025
MAM8501017A5,MUNICIPIO DE AMATEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,9,01/01/2025
MAM8501017A5,MUNICIPIO DE AMATEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,10,01/01/2025
MAM8501017A5,MUNICIPIO DE AMATEPEC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,11,01/01/2025
MAN8501013X3,MUNICIPIO DE ACAPONETA NAYARIT SIN TIPO DE SOCIEDAD,FRACCION VII,2024,9,01/01/2025
MAP850101PA7,MUNICIPIO DE APULCO ZAC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,10,01/01/2025
MAP850101PA7,MUNICIPIO DE APULCO ZAC SIN TIPO DE SOCIEDAD,FRACCION VII,2024,11,01/01/2025
MAS850101GF8,MUNICIPIO DE AQUISMON SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2021,10,01/01/2025
MAT8501015S3,MUNICIPIO DE ANIMAS TRUJANO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,9,01/01/2025
MAT8501015S3,MUNICIPIO DE ANIMAS TRUJANO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,10,01/01/2025
MAT8501015S3,MUNICIPIO DE ANIMAS TRUJANO SIN TIPO DE SOCIEDAD,FRACCION VII,2024,11,01/01/2025
MBJ961227K65,MUNICIPIO DE BENITO JUAREZ SIN TIPO DE SOCIEDAD,FRACCION VII,2024,9,01/01/2025
MBJ961227K65,MUNICIPIO DE BENITO JUAREZ SIN TIPO DE SOCIEDAD,FRACCION VII,2024,11,01/01/2025
MCA850101AC2,MUNICIPIO DE CATORCE SIN TIPO DE SOCIEDAD,FRACCION VII,2024,9,01/01/2025
MCM850101RUA,MUNICIPIO DE CIUDAD DEL MAIZ SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,9,01/01/2025
MCM850101RUA,MUNICIPIO DE CIUDAD DEL MAIZ SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,10,01/01/2025
MCM850101RUA,MUNICIPIO DE CIUDAD DEL MAIZ SLP SIN TIPO DE SOCIEDAD,FRACCION VII,2024,11,01/01/2025
MCO850101HI6,MUNICIPIO DE CHOIX SIN TIPO DE SOCIEDAD,FRACCION VII,2024,10,01/01/2025
MCO850101HI6,MUNICIPIO DE CHOIX SIN TIPO DE SOCIEDAD,FRACCION VII,2024,11,01/01/2025
MCO980112TJ0,MUNICIPIO DE COSALA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,9,01/01/2025
MCO980112TJ0,MUNICIPIO DE COSALA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,10,01/01/2025
MCO980112TJ0,MUNICIPIO DE COSALA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,11,01/01/2025
MCP850101PT0,MUNICIPIO DE CALPAN PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,9,01/01/2025
MCP850101PT0,MUNICIPIO DE CALPAN PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,10,01/01/2025
MCP850101PT0,MUNICIPIO DE CALPAN PUEBLA SIN TIPO DE SOCIEDAD,FRACCION VII,2024,11,01/01/2025
